LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 3d WCA system, random initial configuration

#variable density equal 0.5
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.01
variable tau equal 100*${dt}
variable tau equal 100*0.01
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.01
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       3

lattice         fcc ${density}
lattice         fcc 1.2
Lattice spacing in x,y,z = 1.4938016 1.4938016 1.4938016
region          box prism 0 8 0 8 0 8 0 -0.5 0.5
# number of atom types
create_box      1 box
Created triclinic box = (0 0 0) to (11.950413 11.950413 11.950413) with tilt (0 -0.74690079 0.74690079)
  2 by 2 by 2 MPI processor grid
create_atoms    1 box
Created 2048 atoms
  using lattice units in triclinic box = (0 0 0) to (11.950413 11.950413 11.950413) with tilt (0 -0.74690079 0.74690079)
  create_atoms CPU = 0.000 seconds
mass 1 1.0

velocity all create ${initial_temperature} 12345
velocity all create 3 12345

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.01
thermo ${thermo_time}
thermo 500

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 1
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 20 20 19
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/newton/tri
      stencil: half/bin/3d/tri
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.078 | 3.078 | 3.078 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     37500   2.9768515      2.2380416      0              6.7011385      37.448776    
     38000   3.0722928      2.2629321      0              6.8691211      38.164082    
     38500   3.001895       2.316759       0              6.8174029      38.373465    
     39000   2.9812384      2.2516388      0              6.7213128      37.930307    
     39500   3.080173       2.368116       0              6.9861195      39.280519    
     40000   2.9817053      2.2764292      0              6.7468032      38.025329    
     40500   2.9504944      2.329524       0              6.7531046      38.58944     
     41000   3.0020161      2.235592       0              6.7364174      37.446404    
     41500   3.0291514      2.1825888      0              6.7240972      37.098419    
     42000   3.0589326      2.3169195      0              6.9030779      38.623368    
     42500   2.9585677      2.3469685      0              6.7826532      39.056367    
     43000   3.0936549      2.2246196      0              6.862836       37.921019    
     43500   3.0105726      2.2651795      0              6.7788335      38.060812    
     44000   3.0847398      2.2948569      0              6.9197072      38.450657    
     44500   3.0096834      2.2505705      0              6.7628912      37.824079    
     45000   3.0736569      2.3700883      0              6.9783225      39.377296    
     45500   2.9760594      2.2946695      0              6.7565789      38.750206    
     46000   3.070329       2.3095474      0              6.9127921      38.543222    
     46500   2.9479945      2.3410558      0              6.7608885      38.997591    
     47000   3.1040834      2.3438815      0              6.9977331      38.857803    
     47500   2.9830141      2.2658736      0              6.73821        38.053364    
     48000   2.985649       2.4071105      0              6.8833973      39.229096    
     48500   3.0760819      2.1886789      0              6.8005487      37.627344    
     49000   3.0525441      2.2851873      0              6.8617676      38.215614    
     49500   3.0744756      2.2377886      0              6.8472502      37.668904    
     50000   3.0396682      2.216868       0              6.7741439      37.600412    
Loop time of 6.24745 on 8 procs for 50000 steps with 2048 atoms

Performance: 6914825.277 tau/day, 8003.270 timesteps/s, 16.391 Matom-step/s
99.6% CPU use with 8 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.76062    | 0.77571    | 0.79732    |   1.5 | 12.42
Neigh   | 3.3075     | 3.3406     | 3.447      |   2.3 | 53.47
Comm    | 1.5298     | 1.6493     | 1.6968     |   3.8 | 26.40
Output  | 0.0015616  | 0.0020478  | 0.0053504  |   2.8 |  0.03
Modify  | 0.28069    | 0.28633    | 0.29154    |   0.7 |  4.58
Other   |            | 0.1934     |            |       |  3.10

Nlocal:            256 ave         269 max         239 min
Histogram: 1 0 1 0 0 2 1 1 1 1
Nghost:        470.625 ave         488 max         457 min
Histogram: 1 0 3 0 1 0 2 0 0 1
Neighs:        1533.38 ave        1642 max        1429 min
Histogram: 1 0 1 1 1 1 2 0 0 1

Total # of neighbors = 12267
Ave neighs/atom = 5.9897461
Neighbor list builds = 20092
Dangerous builds = 0

unfix 1
dump           1 all atom ${run_steps} 3dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d1.2_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d1.2_N100000.lammpstrj
dump           2 all dcd ${thermo_time} 3dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T0.1_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T0.1_d1.2_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T0.1_d1.2_N100000.dcd
fix 1 all nvt temp ${initial_temperature} ${final_temperature} ${tau}
fix 1 all nvt temp 3 ${final_temperature} ${tau}
fix 1 all nvt temp 3 0.1 ${tau}
fix 1 all nvt temp 3 0.1 1

run ${run_steps}
run 100000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Per MPI rank memory allocation (min/avg/max) = 3.134 | 3.134 | 3.134 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     50000   3.0396682      2.216868       0              6.7741439      37.600412    
     50500   3.0578523      2.269121       0              6.8536598      38.112414    
     51000   2.9775789      2.2501663      0              6.7143537      37.638926    
     51500   3.099377       2.2614231      0              6.9082185      38.069448    
     52000   2.9850541      2.1681961      0              6.643591       36.920702    
     52500   2.8982028      2.2573239      0              6.6025054      37.960616    
     53000   2.9710505      2.2278184      0              6.682218       37.819023    
     53500   2.914692       2.0850595      0              6.4549627      36.249785    
     54000   2.9089813      2.0736008      0              6.4349422      35.771255    
     54500   2.9074228      2.067644       0              6.4266488      35.844677    
     55000   2.8176488      2.1403495      0              6.3647589      36.52784     
     55500   2.8485407      2.1226001      0              6.3933248      36.096075    
     56000   2.7893777      2.0050936      0              6.1871171      34.78648     
     56500   2.7928793      2.1288964      0              6.3161697      36.425547    
     57000   2.8478502      2.1269249      0              6.3966143      36.44421     
     57500   2.7775394      2.0744904      0              6.2387652      35.550833    
     58000   2.8885891      2.0516931      0              6.3824612      35.493132    
     58500   2.7619431      1.9812905      0              6.1221823      34.505261    
     59000   2.7565737      1.958226       0              6.0910676      34.61885     
     59500   2.7570096      2.0656233      0              6.1991184      35.726392    
     60000   2.6320406      1.9805712      0              5.9267043      34.49366     
     60500   2.680505       2.0612369      0              6.0800312      35.33601     
     61000   2.6550116      1.9144289      0              5.8950018      33.825115    
     61500   2.7224024      1.9112195      0              5.9928291      33.884292    
     62000   2.6050139      1.9407084      0              5.8463212      34.155266    
     62500   2.5823986      2.0105032      0              5.8822097      34.653564    
     63000   2.5921443      1.8625337      0              5.7488516      33.187894    
     63500   2.6139915      1.9025058      0              5.8215785      33.57579     
     64000   2.5578008      1.8321676      0              5.6669955      32.850866    
     64500   2.5601614      1.9083819      0              5.7467489      33.408217    
     65000   2.4722979      1.973366       0              5.6800021      34.389571    
     65500   2.565165       1.8033235      0              5.6491921      32.124191    
     66000   2.5042959      1.8953231      0              5.6499327      33.12817     
     66500   2.4941275      1.8106416      0              5.5500062      32.390409    
     67000   2.5221214      1.7975843      0              5.5789191      32.121222    
     67500   2.4796792      1.751124       0              5.4688266      31.76628     
     68000   2.4976643      1.8342217      0              5.5788888      32.769148    
     68500   2.5498511      1.8547729      0              5.677682       33.182904    
     69000   2.4743516      1.7108448      0              5.42056        31.166951    
     69500   2.428308       1.7419891      0              5.3826725      31.358067    
     70000   2.4554152      1.7924289      0              5.4737533      32.226042    
     70500   2.4105761      1.8678478      0              5.4819463      32.643852    
     71000   2.4026448      1.6975709      0              5.2997785      30.844007    
     71500   2.3600145      1.7205809      0              5.2588741      31.253557    
     72000   2.3765881      1.6065522      0              5.1696937      29.710439    
     72500   2.3418584      1.6873369      0              5.1984092      30.755634    
     73000   2.3424425      1.7314956      0              5.2434437      31.060463    
     73500   2.3428215      1.6595822      0              5.1720985      30.481191    
     74000   2.3672528      1.7452609      0              5.2944062      31.34399     
     74500   2.2935957      1.5658293      0              5.0045429      29.223104    
     75000   2.2844784      1.6007267      0              5.025771       29.615512    
     75500   2.290359       1.5993828      0              5.0332437      29.626556    
     76000   2.2600647      1.5955812      0              4.984023       29.504352    
     76500   2.2765086      1.6444026      0              5.0574982      30.287098    
     77000   2.2249921      1.4790597      0              4.8149182      28.011739    
     77500   2.226997       1.5076408      0              4.8465052      28.479159    
     78000   2.2268607      1.5509397      0              4.8895998      29.138075    
     78500   2.2733114      1.5732599      0              4.9815619      29.375701    
     79000   2.14667        1.5389006      0              4.7573333      28.896324    
     79500   2.1804942      1.4539103      0              4.7230545      27.999072    
     80000   2.0831867      1.528273       0              4.6515272      28.715236    
     80500   2.1130969      1.4868713      0              4.654969       28.21871     
     81000   2.0692068      1.4587366      0              4.5610312      27.853473    
     81500   2.0860195      1.4191996      0              4.546701       27.348198    
     82000   2.0071162      1.4911603      0              4.5003646      28.065178    
     82500   2.0385609      1.4047545      0              4.4611028      27.31585     
     83000   1.994511       1.4398847      0              4.4301903      27.440475    
     83500   2.0169454      1.3851538      0              4.4090945      26.654774    
     84000   1.9964014      1.3655377      0              4.3586776      26.410108    
     84500   2.0354692      1.3479798      0              4.3996928      26.308764    
     85000   2.0417558      1.415791       0              4.4769292      27.024592    
     85500   2.015009       1.3791253      0              4.4001629      26.663698    
     86000   2.0307585      1.4106703      0              4.4553207      26.915273    
     86500   1.9005768      1.4257097      0              4.2751829      27.117288    
     87000   1.9270076      1.3826839      0              4.2717839      26.603067    
     87500   1.8897457      1.3051969      0              4.1384314      25.524437    
     88000   1.911219       1.2628935      0              4.1283221      25.229233    
     88500   1.8750051      1.2602657      0              4.0714001      25.046743    
     89000   1.8818701      1.2683556      0              4.0897825      25.13165     
     89500   1.8159504      1.2688485      0              3.991444       25.156064    
     90000   1.8083638      1.267698       0              3.9789191      25.092791    
     90500   1.7840698      1.2547402      0              3.9295382      24.959228    
     91000   1.802679       1.209592       0              3.9122902      24.397252    
     91500   1.7806954      1.2056751      0              3.8754139      24.111727    
     92000   1.7828891      1.2373845      0              3.9104124      24.422376    
     92500   1.7882105      1.2668847      0              3.9478907      25.079507    
     93000   1.8072223      1.193086       0              3.9025957      24.315901    
     93500   1.7722359      1.1868325      0              3.8438883      24.221891    
     94000   1.7323671      1.1547486      0              3.7520305      23.638895    
     94500   1.7010161      1.1420464      0              3.6923247      23.308574    
     95000   1.6846251      1.1329529      0              3.6586567      23.177923    
     95500   1.6594502      1.0894437      0              3.5774036      22.658909    
     96000   1.6672758      1.1103236      0              3.6100161      22.863921    
     96500   1.6569057      1.132595       0              3.61674        23.41185     
     97000   1.6906581      1.1292363      0              3.6639851      23.081021    
     97500   1.6432536      1.1160073      0              3.5796841      22.837768    
     98000   1.6024647      1.1185753      0              3.5210987      22.790446    
     98500   1.6043074      1.045081       0              3.4503672      22.043358    
     99000   1.573335       1.0437816      0              3.4026317      21.813942    
     99500   1.5455403      1.0325446      0              3.3497231      21.799614    
    100000   1.5261644      1.0080326      0              3.2961613      21.481445    
    100500   1.5816682      0.97028344     0              3.3416273      21.087646    
    101000   1.5325394      1.0645206      0              3.3622072      22.031218    
    101500   1.5434349      1.0102272      0              3.3242491      21.334638    
    102000   1.4989145      1.0522817      0              3.2995556      22.088918    
    102500   1.4704111      1.0146344      0              3.2191741      21.479381    
    103000   1.4914146      0.98010464     0              3.2161342      20.914409    
    103500   1.4295917      0.95829974     0              3.1016403      20.561969    
    104000   1.4151376      0.9302459      0              3.0519158      20.193459    
    104500   1.4250438      0.88809891     0              3.0246208      19.383698    
    105000   1.3986458      0.90299195     0              2.9999362      19.748926    
    105500   1.3953078      0.87720443     0              2.9691441      19.309103    
    106000   1.401818       0.89233312     0              2.9940334      19.426804    
    106500   1.4208044      0.84280867     0              2.9729747      19.116573    
    107000   1.3917535      0.88950876     0              2.9761196      19.453425    
    107500   1.3185402      0.86534192     0              2.8421865      19.044672    
    108000   1.3218616      0.83158239     0              2.8134067      18.645514    
    108500   1.2873857      0.82626663     0              2.7564023      18.722602    
    109000   1.2759728      0.81079119     0              2.7238158      18.257293    
    109500   1.2907305      0.80611925     0              2.7412696      18.218561    
    110000   1.2571681      0.84769112     0              2.7325224      18.846505    
    110500   1.3116781      0.7718516      0              2.738408       17.870435    
    111000   1.2621659      0.72765707     0              2.6199814      17.061613    
    111500   1.2439208      0.78231042     0              2.6472805      17.874349    
    112000   1.1975923      0.70238749     0              2.4978988      16.740801    
    112500   1.1722832      0.74935748     0              2.5069237      17.259647    
    113000   1.1476194      0.71327166     0              2.4338601      16.676105    
    113500   1.1575904      0.70255473     0              2.4380925      16.557857    
    114000   1.1601227      0.7231319      0              2.4624662      16.856176    
    114500   1.1327882      0.68808451     0              2.3864371      16.256346    
    115000   1.1274759      0.70850306     0              2.3988911      16.81203     
    115500   1.0712395      0.66414147     0              2.2702161      15.896269    
    116000   1.066676       0.68768365     0              2.2869163      16.288461    
    116500   1.0745368      0.63700591     0              2.248024       15.548796    
    117000   1.0679306      0.65241356     0              2.2535273      15.789037    
    117500   1.0259023      0.61059839     0              2.1487005      15.003362    
    118000   1.0336534      0.59427876     0              2.1440019      14.7159      
    118500   0.98672003     0.59967048     0              2.0790278      14.740108    
    119000   0.98099576     0.60964914     0              2.0804243      15.044853    
    119500   0.99552022     0.56244482     0              2.054996       14.351109    
    120000   0.99455223     0.57628817     0              2.0673881      14.588225    
    120500   0.96749989     0.57589445     0              2.0264357      14.383158    
    121000   0.94238378     0.5540117      0              1.9668971      13.963499    
    121500   0.96016607     0.54777575     0              1.9873216      14.063802    
    122000   0.90641911     0.52565032     0              1.8846151      13.533948    
    122500   0.91970169     0.51210673     0              1.8909857      13.285455    
    123000   0.88168369     0.47897165     0              1.8008514      12.803668    
    123500   0.87681236     0.50453641     0              1.8191128      13.28487     
    124000   0.85314605     0.48192328     0              1.7610175      12.748522    
    124500   0.82663299     0.47653572     0              1.7158798      12.678565    
    125000   0.82640006     0.45251176     0              1.6915066      12.251963    
    125500   0.79990196     0.45323999     0              1.6525071      12.269892    
    126000   0.79119419     0.44863437     0              1.6348462      12.127884    
    126500   0.77449747     0.42605268     0              1.5872316      11.705604    
    127000   0.76132136     0.44062786     0              1.5820523      11.869569    
    127500   0.78389947     0.41893213     0              1.5942072      11.590769    
    128000   0.72738114     0.40407549     0              1.4946145      11.291522    
    128500   0.72901619     0.40823076     0              1.5012211      11.433309    
    129000   0.69189275     0.36952513     0              1.4068575      10.686829    
    129500   0.68847849     0.38869822     0              1.4209117      11.021348    
    130000   0.69180469     0.35988078     0              1.3970811      10.499452    
    130500   0.66901064     0.35974956     0              1.3627755      10.497005    
    131000   0.64921689     0.34168596     0              1.3150358      10.156124    
    131500   0.63972885     0.3452655      0              1.3043902      10.134028    
    132000   0.6212404      0.3438044      0              1.27521        10.191635    
    132500   0.61694943     0.32810058     0              1.2530729      9.7063564    
    133000   0.60800475     0.28723467     0              1.1987965      8.8749342    
    133500   0.61095742     0.29281386     0              1.2088025      9.0949978    
    134000   0.55984074     0.28664357     0              1.1259946      8.9595628    
    134500   0.56256261     0.27144437     0              1.1148763      8.7233025    
    135000   0.52041815     0.27216505     0              1.0524111      8.6168022    
    135500   0.52183073     0.27038245     0              1.0527463      8.5826529    
    136000   0.51319101     0.24295279     0              1.0123634      8.0282486    
    136500   0.50463047     0.25089418     0              1.0074703      8.1218549    
    137000   0.47311957     0.23056572     0              0.93989856     7.6513327    
    137500   0.46783451     0.21828117     0              0.91969028     7.437291     
    138000   0.44174759     0.21490034     0              0.87719818     7.4109776    
    138500   0.44144538     0.19344352     0              0.85528827     6.8581172    
    139000   0.41050068     0.19466762     0              0.81011798     6.8941851    
    139500   0.40067351     0.19372537     0              0.79444218     6.8043906    
    140000   0.39009906     0.17484181     0              0.75970468     6.4624816    
    140500   0.37651504     0.17349556     0              0.73799236     6.233963     
    141000   0.35584741     0.1575014      0              0.69101189     5.946694     
    141500   0.34311032     0.15836301     0              0.67277719     5.8569628    
    142000   0.32774128     0.14394418     0              0.63531606     5.6606803    
    142500   0.31538046     0.1415871      0              0.61442679     5.515681     
    143000   0.30642835     0.13399187     0              0.59340996     5.2560507    
    143500   0.28555809     0.12438069     0              0.55250867     4.993204     
    144000   0.27617618     0.12435184     0              0.53841384     5.0213657    
    144500   0.26010466     0.10507046     0              0.49503695     4.5470744    
    145000   0.25326359     0.095509119    0              0.47521901     4.2794448    
    145500   0.22882266     0.090533282    0              0.43359968     4.0394705    
    146000   0.22026398     0.08394858     0              0.41418322     3.8631567    
    146500   0.20324572     0.073662546    0              0.37838226     3.5831086    
    147000   0.1882226      0.069466956    0              0.351663       3.4419931    
    147500   0.17746656     0.059457683    0              0.32552754     3.0383846    
    148000   0.1592451      0.057035719    0              0.29578673     2.9916092    
    148500   0.14409641     0.051531925    0              0.267571       2.7924079    
    149000   0.13117152     0.042638849    0              0.23930005     2.3782436    
    149500   0.11701524     0.036039744    0              0.2114769      2.1955244    
    150000   0.10087255     0.031986528    0              0.18322147     2.0302767    
Loop time of 9.37893 on 8 procs for 100000 steps with 2048 atoms

Performance: 9212137.356 tau/day, 10662.196 timesteps/s, 21.836 Matom-step/s
99.6% CPU use with 8 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 1.3358     | 1.3569     | 1.3962     |   1.7 | 14.47
Neigh   | 4.3914     | 4.4212     | 4.4492     |   0.8 | 47.14
Comm    | 2.6093     | 2.6649     | 2.7181     |   2.0 | 28.41
Output  | 0.036316   | 0.036447   | 0.037212   |   0.2 |  0.39
Modify  | 0.55502    | 0.55787    | 0.56137    |   0.2 |  5.95
Other   |            | 0.3415     |            |       |  3.64

Nlocal:            256 ave         263 max         249 min
Histogram: 1 0 1 1 0 2 1 1 0 1
Nghost:        469.625 ave         475 max         462 min
Histogram: 1 0 1 1 1 0 0 1 1 2
Neighs:        1536.62 ave        1568 max        1488 min
Histogram: 1 1 0 1 0 0 1 0 1 3

Total # of neighbors = 12293
Ave neighs/atom = 6.0024414
Neighbor list builds = 27993
Dangerous builds = 0
Total wall time: 0:00:15
